Country Name,Country Code,Series Name,Series Code,1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Australia,AUS,Imports of goods and services (current US$),NE.IMP.GNFS.CD,59676236596.3335,73019750519.7505,77631259484.0668,82133354202.5356,81674014786.6784,80794585787.6927,89664636061.0438,83770526993.6675,82018627040.6028,98900407687.8276,121992459809.361,145657795820.177,161970649895.178,186383763837.638,239348254252.462,211475482255.927,238851404915,285898649314.798,335971334295.731,334974864060.737,315025245570.55,290742990265.413,260224195661.668,273692586167.886,305306565382.529
Australia,AUS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,18.5209757103014,19.8846667893329,19.3931375912388,18.9000001800858,20.4748536380903,20.790755650731,21.5943517368742,22.1394876508015,20.7826816731256,21.2010587295246,19.9174485708545,21.0060810671628,21.7103057916763,21.8478307885289,22.7086594643905,22.7930912712426,20.8396639745591,20.4703160052576,21.7295182659334,21.2522627313421,21.4670353387174,21.5122950617831,21.5056273186484,20.5659695145173,21.3173853626855
Australia,AUS,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,86545140089.9343,97350014850.0148,104296661608.498,109913131945.531,101464423794.343,95975686176.2126,102304214030.019,89615756144.6818,93262348262.8715,112251601630.751,146687295490.112,170716433619.005,191039982030.548,218846667190.076,269754700089.526,250498453835.959,288270060776.887,369220151828.847,406393070736.234,396063404124.346,374425778022.583,319404276562.11,270170330470.229,312597480956.332,344034570963.491
Australia,AUS,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Lead time to import, median case (days)",LP.IMP.DURS.MD,..,..,..,..,..,..,..,..,..,..,..,..,..,3.4,..,..,2.83,..,3,..,2,..,2,..,..
Australia,AUS,"Lead time to export, median case (days)",LP.EXP.DURS.MD,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5,..,..,2.64,..,4,..,2,..,1,..,..
Australia,AUS,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),LP.LPI.TRAC.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,3.97,..,..,3.87,..,3.79,..,3.814925,..,3.871699,..,..
Australia,AUS,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),LP.LPI.LOGS.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,3.76,..,..,3.77,..,3.75,..,3.748209,..,3.871699,..,..
Australia,AUS,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),LP.LPI.ITRN.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,3.72,..,..,3.78,..,3.4,..,3.518525,..,3.633604,..,..
Australia,AUS,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),LP.LPI.CUST.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,3.58,..,..,3.68,..,3.6,..,3.853854,..,3.543957,..,..
Australia,AUS,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),LP.LPI.TIME.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,4.1,..,..,4.16,..,4.05,..,4.002407,..,4.044528,..,..
Australia,AUS,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,3.79,..,..,3.84,..,3.73,..,3.810776,..,3.793385,..,..
Australia,AUS,Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,3.65,..,..,3.78,..,3.83,..,3.99996,..,3.816468,..,..
Australia,AUS,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,28.9726058186173,30.3166439288283,29.8345333783901,29.3854716710346,28.5018729369902,30.3889285516737,29.4885550302996,28.5068493677717,28.827072718059,30.145526592611,27.8240700561863,25.3270486997016,23.5102846481683,24.454195300647,20.1151633356771,19.1772728742773,16.5995028695924,14.6497189409627,15.5728985872761,14.8112218120512,15.1110603583448,17.7309420970039,17.6181446309152,15.6002025684974,13.2354348453482
Australia,AUS,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,86.4508677528878,86.457711015757,85.8323634935389,86.0043733580642,87.4383313449919,86.520169886102,83.8125725700523,83.0927056020638,84.0552670030368,83.3193852706876,82.7313883928589,81.1086550592571,78.4523919182644,78.2135913792041,74.6019158012217,75.5545164737201,74.8953250546365,71.0856989073352,72.8439486070484,72.0421948178397,72.1850234114356,76.9846144246141,79.3958949044723,75.5351234324607,74.2666496150728
Australia,AUS,"Manufacturing, value added (annual % growth)",NV.IND.MANF.KD.ZG,4.46156918486497,2.12313747540063,2.32786054859989,1.62493139776385,3.20213475650432,2.62566565087575,1.3257348530294,2.12144534564757,2.74696606632139,3.85465351376261,1.27311251561962,-0.984406852401563,-0.641124043957632,2.06574391318968,3.97841611311951,-5.1304228681042,0.396270185858839,-0.253546960133789,0.90679646655849,-3.21762278241293,-1.0780476999188,-1.58804209897737,-2.22708914045168,-1.03369696969699,3.0492166295966
Australia,AUS,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,13.2389914826099,13.1579745514763,12.77618039458,12.3353340860918,12.4947075057346,11.9784049111412,11.5937316137268,11.0032252299785,10.5595867699565,10.8703306032761,10.8904474710205,10.3360795168105,9.88679586122457,9.28084388542904,9.19560049026894,8.44006046923172,7.98986482591985,7.35157296724179,7.03014022400094,6.59796512025266,6.35821661151183,6.29109229791824,6.08733367542201,5.78397879980414,5.77747709959814
Australia,AUS,"Manufacturing, value added (current US$)",NV.IND.MANF.CD,42657212037.3573,48318235818.2358,51143399089.5296,53605415557.9903,49841280607.746,46549066299.035,48139797776.8009,41633573038.5317,41673294265.383,50708794408.8526,66702944942.3816,71671177266.5764,73760856543.8754,79174844939.9388,96921217547.0009,78307318509.7924,91574914119.616,102675736961.451,108696638482.161,103996101364.522,93305792710.9153,85025376487.2286,73658465569.952,76973376574.4023,82744748469.1109
Australia,AUS,"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,9.6771355930795,11.2022903060986,9.89023622349711,8.63047835615491,10.7664774732164,11.1785890104041,12.1613108229875,14.6843258458585,14.9075046288663,15.4387323343877,15.5091237778664,..,..
Australia,AUS,New businesses registered (number),IC.BUS.NREG,..,..,..,..,..,..,..,..,..,..,..,..,135092,159108,143153,127258,160615,168170,185009,226209,231920,243347,246623,..,..
Australia,AUS,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,15.469581005122,18.0795952170813,16.5166750161294,16.3763741197061,18.1732324091734,18.5015687876675,16.6458429888325,16.5191481899265,15.9332699466833,16.1441300274781,17.2140291993245,20.5872282173975,25.1083546605243,27.4463829681218,26.7205673065844,27.4265874184402,33.8738640361555,36.7748744608577,34.2672211107465,38.1971736516126,36.7620661826423,31.4275550333242,31.7186885039304,30.7712426137683,28.3347060624056
Australia,AUS,"Presence of peace keepers (number of troops, police, and military observers in mandate)",VC.PKP.TOTL.UN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Procedures to build a warehouse (number),IC.WRH.PROC,..,..,..,..,..,..,..,..,..,..,..,10,10,10,10,10,10,10,10,10,10,10,11,11,11
Australia,AUS,Procedures to register property (number),IC.PRP.PROC,..,..,..,..,..,..,..,..,..,..,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Australia,AUS,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,..,..,..,..,..,..,..,..,..,..,..,26.3,26.7,27.2,27.4,25.9,26,26.1,26.1,26.1,26.1,26,26,26,26
Australia,AUS,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Public private partnerships investment in ICT (current US$),IE.PPN.ICTI.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,1.6665,..,1.51645,..,1.5763,..,1.75233,..,1.85634,..,2.18708,..,2.40692,..,2.37976,2.24145,..,2.18214,..,1.92296,..,..,..
Australia,AUS,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,3340.72966,..,3368.03367,..,3461.76252,..,3757.24171,..,4070.06988,..,4238.48887,..,4341.04863,..,4539.4941,..,..,..,..,..,..,..,..
Australia,AUS,Start-up procedures to register a business (number),IC.REG.PROC,..,..,..,..,..,..,..,..,..,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Australia,AUS,"Tariff rate, applied, simple mean, all products (%)",TM.TAX.MRCH.SM.AR.ZS,..,..,7.75,7.63,6.99,6.74,6.55,5.37,5.1,5.12,5.19,4.27,3.83,3.91,4.06,4.05,2.85,2.8,2.76,2.77,2.84,2.5,2.3,2.23,..
Australia,AUS,"Tariff rate, most favored nation, weighted mean, all products (%)",TM.TAX.MRCH.WM.FN.ZS,..,..,6.91,6.93,6.6,6.21,5.95,4.91,3.99,4.05,4,3.3,4.09,4.26,3.88,3.96,3.61,2.47,2.58,2.63,2.69,2.72,2.71,2.9,..
Australia,AUS,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,810.54375,..,792.551,..,816.27678,..,957.67995,..,882.27499,..,1015.45155,..,1135.91697,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Time required to build a warehouse (days),IC.WRH.DURS,..,..,..,..,..,..,..,..,..,..,..,142,142,142,142,112,112,112,112,112,112,112,121,121,121
Australia,AUS,Time required to start a business (days),IC.REG.DURS,..,..,..,..,..,..,..,..,..,3,3,3,3,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Australia,AUS,"Time to export, border compliance (hours)",IC.EXP.TMBC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36,36,36,36,36
Australia,AUS,"Time to import, border compliance (hours)",IC.IMP.TMBC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37,39,39,39,39
Australia,AUS,"Time to export, documentary compliance (hours)",IC.EXP.TMDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,7,7,7,7
Australia,AUS,"Time to import, documentary compliance (hours)",IC.IMP.TMDC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,4,4,4,4
Australia,AUS,Trade (% of GDP),NE.TRD.GNFS.ZS,36.5264421270502,37.8015516603413,38.3323319414935,38.0748112251054,40.0704305582242,39.1346484106034,41.0290111758291,44.3652083634724,41.5572758742756,40.2961446264483,37.1207343685942,39.2711826369216,41.6042270907138,42.0514396834877,42.8703326982714,45.7979042094362,40.6496717288741,41.9067330593482,43.2103466719308,41.2084303462784,42.506490337998,41.4997118922034,40.7388513881361,41.7468965923723,43.0022595965199
Bahrain,BHR,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,0.0555176041887325,0.0442746835863462,0.150034637002453,..,..,..,0.0417733733348063,0.0488088495600683,0.0499815214273311,0.0513628325116202,0.0392596669748362,0.0291910983486064,0.0232071465703405,0.0169819021712261,0.0137722233353866,0.0110557767316103,0.021413456643116,0.107714313263328,0.0588960126254345,0.102340766381257,0.0340945548184743,0.0592409001844681,0.064624552190811,..,..
Bahrain,BHR,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,0.825587569395144,0.965403698496796,1.10090007633207,..,..,..,0.822838419550105,0.939069728497585,0.863222154058119,0.853286760365707,0.705994305051445,0.50052999551107,0.432620062559456,0.455029587629264,0.455576574826366,0.499247452994909,0.505736226697903,0.557051721666281,0.87728970717587,0.483491894777736,1.04256330924684,0.74911177436192,0.838572352511966,..,..
Bahrain,BHR,Average time to clear exports through customs (days),IC.CUS.DURS.EX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,Changes in inventories (current US$),NE.GDI.STKB.CD,-17287234.0425532,-159042553.191489,123404255.319149,347340425.531915,457180851.06383,-375531914.893617,16910904.2553191,-113473138.297872,22632180.8510638,18111702.1276596,-262204255.319149,167479521.276596,164414893.617021,252500000,166755319.148936,202659574.468085,319148936.170213,385638297.87234,401595744.680851,382978723.404255,414893617.021277,782446808.510638,1202127659.57447,1574122340.42553,..
Bahrain,BHR,Commercial service exports (current US$),TX.VAL.SERV.CD.WT,818617097.477655,683244733.850988,666223461.841124,637234101.870196,724734114.833855,858938914.967802,981175733.776596,1030580533.51064,1160828532.35816,1349279139.62766,2778483776.41844,3154904509.21986,3462270455.58511,3680851063.82979,3915691489.3617,3831117021.2766,4233244680.85106,3295744680.85106,8332446808.51064,8500531914.89362,8571276595.74468,9112500000,10997606382.9787,11356117021.2766,..
Bahrain,BHR,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,621808568.519415,634042602.37476,612766010.411955,634840484.626109,651861767.140469,716136582.232745,756759707.446808,765732632.978723,945395265.957447,906682659.574468,1247797765.95745,1416223404.25532,1605239361.70213,1700930851.06383,2030053191.48936,1740957446.80851,1905053191.48936,1778457446.80851,6044680851.06383,7051329787.23404,6764414893.61702,6592287234.04255,7499734042.55319,7800265957.44681,..
Bahrain,BHR,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,10.7862248213125,13.1957960295835,11.497005988024,9.2237061769616,13.7247706422019,8.52146197083651,12.9325413459217,14.0302558028952,15.1347787282877,10.5848482157356,31.6325134873412,28.4342827322826,27.2758692256044,27.3699421965319,27.3993072064117,28.8788615064214,27.5114657284665,35.7327307940605,25.2409830833067,25.6961391652587,25.2637458110959,21.0518635262529,18.144663974269,19.2725824960772,..
Bahrain,BHR,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,11.4627887082977,13.6325503355706,12.7604166666666,10.8085462924173,8.812729498164,10.5471387655109,9.73495444340035,8.68310410691025,6.50549688464764,6.18926817271803,10.1561909198498,9.74647887323943,9.65919445963206,10.1008521616762,9.48513035503731,11.5337610754659,11.0288985062124,18.6182144459399,16.5434706089405,14.5023196167918,15.4123188462779,12.01436236737,10.2095819000673,10.5601963926489,..
Bahrain,BHR,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,0.7,0.6,0.5,0.6,0.9,0.8,1,0.8,0.8,1.2,1,1.1
Bahrain,BHR,"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47,47,47,47,47
Bahrain,BHR,"Cost to export, documentary compliance (US$)",IC.EXP.CSDC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100
Bahrain,BHR,"Cost to import, border compliance (US$)",IC.IMP.CSBC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,397,397,397,397,397
Bahrain,BHR,"Cost to import, documentary compliance (US$)",IC.IMP.CSDC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,130,130,130,130,130
Bahrain,BHR,Ease of doing business index (1=most business-friendly regulations),IC.BUS.EASE.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62
Bahrain,BHR,Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,58.38239211,66.39486246,75.87922014,70.76557735,52.79292136,70.43075935,100,90.03278763,93.53594612,107.0586061,122.0126856,165.342688,196.9517678,220.1016723,279.5423616,191.683308,241.6897009,317.2252563,319.1278104,354.0288744,324.9704169,267.0149377,206.3888969,275.8939108,..
Bahrain,BHR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,81.1932702210151,81.9905466031894,87.9135242955814,79.07678217749,64.6036729603028,78.8672455861517,79.1805973202084,73.6106719000445,72.2176603559946,72.0630183506862,78.6051030377881,83.8940300417307,84.6376061742767,79.6795292320647,82.5774337999584,68.4655938651118,69.5373177399286,99.4177449168207,102.147254651981,104.806998357972,96.0507512478313,82.4167842971054,73.7428923680836,75.4427221529586,88.069250319005
Bahrain,BHR,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,..,..,..,..,..,..,..,-2.45747645775593,13.7901874718951,1.02205148201837,4.64175554840118,4.71804694723852,1.95806493395716,0.452073682742807,0.678914477134057,0.349270056220234,2.63025325537731,30.388219544846,20.807665982204,-0.670443814919736,-4.05932122825364,-0.990883868410634,-1.75810648518812,2.77771835298934,4.50507483397764
Bahrain,BHR,Exports of goods and services (current US$),NE.EXP.GNFS.CD,4520478723.40425,4796010638.29787,5364361436.17021,5020744946.80851,3994946808.51064,5221808510.6383,7176063829.78723,6607446808.51064,6956117021.2766,7980851063.82979,10336702127.6596,13396808510.6383,15662234042.5532,17314361702.1277,21231382978.7234,15704787234.0426,17880319148.9362,28609042553.1915,31409574468.0851,34103723404.2553,32069148936.1702,25652925531.9149,23782180851.0638,26731382978.7234,33242792553.1915
Bahrain,BHR,External balance on goods and services (current US$),NE.RSB.GNFS.CD,401329787.234042,673670212.765957,714627393.617021,607713031.914894,44414627.6595745,1052925531.91489,2043882978.7234,1812765957.44681,1331914893.61702,1775797872.34043,2166223404.25532,3109840425.53191,4103191489.3617,4688031914.89362,4955053191.48936,4350797872.34042,4783244680.85107,7101063829.78724,5659574468.08511,5771276595.74468,5521276595.74468,3351063829.78723,2694148936.17021,2853723404.25532,6399122340.42554
Bahrain,BHR,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,5567553457.44681,5849467819.14894,6101861436.17021,6349202393.61702,6183776595.74468,6621010372.34043,9062906914.89362,8976207712.76596,9632155053.19149,11074822074.4681,13150166755.3191,15968726861.7021,18505053191.4894,21730000000,25710877659.5745,22938218085.1064,25713271276.5957,28776595744.6809,30749308510.6383,32539547872.3404,33387712765.9575,31125851063.8298,32250132978.7234,35432686170.2128,37746196808.5106
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.250001484542878,3.92999154532021,4.11000611512114,3.09299978673204,4.79000278855499,4.29999896037758,5.29999479407712,2.49103356534492,3.61414828908676,6.02395119599457,6.98094698388441,6.768939708829,6.46856767156123,8.29244382201286,6.24512834138467,2.53977246949495,4.33440708785902,1.98382325562152,3.73225152129817,5.41650371529137,4.34984232980895,2.86196782508222,3.47092370171953,3.80352226237173,1.77769375269004
Bahrain,BHR,GDP per capita (current US$),NY.GDP.PCAP.CD,10130.5052329617,10376.9717049211,10544.7035702291,10672.166005162,10076.2206220379,10401.5458114095,13636.4082371396,12868.2847884595,13102.3702137963,14222.047384216,15846.5527922346,17959.2593286527,19307.9149092456,20976.5435328438,23066.509898321,19355.9046720264,20722.1372891348,22514.2379458146,23654.3513912828,24744.3576319157,24989.4001204704,22688.9443998144,22619.1166718849,23715.4827473156,24050.7575053956
Bahrain,BHR,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-2.67721762868709,1.32776392894004,1.41687625862836,0.274508833106822,1.58517378034514,0.557402212871921,0.852625048662503,-2.34799431019152,-1.68547326883231,0.0928250716964953,0.388650473976625,-0.354080907758885,-1.22470831608331,0.190678443976736,-1.25847954069619,-3.55467959424516,-0.356041927331347,-0.991630155615013,1.99330356346299,4.20716660177609,2.70611216370813,0.179468223514604,-0.443550175918048,-0.940563981443205,-3.10970606958499
Bahrain,BHR,GNI (current US$),NY.GNP.MKTP.CD,5325531914.89362,5790425797.87234,6076595744.68085,6113032180.85106,6022074468.08511,6350265691.48936,8839236702.12766,8654665159.57447,9107155053.19149,10581736968.0851,12575166755.3191,15555428989.3617,18119148936.1702,21431329787.234,24787207446.8085,20538484042.5532,23340132978.7234,25392819148.9362,26912308510.6383,28613829787.234,27723712765.9574,29389851063.8298,30134095744.6809,33443324468.0851,35670132978.7234
Bahrain,BHR,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,..,..,..,..,..,..,..,1.62074818771831,2.44397283405071,6.52132599972614,6.68933146769734,8.67251863666871,6.81761576526057,8.90554358018227,3.7124690709627,-3.86081707751927,4.79973289200379,-1.9767333428335,3.73625868052545,5.32932889621914,-1.1637326729916,18.1165853625336,2.38896360541841,5.1575062958521,..
Bahrain,BHR,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,..,..,..,..,..,..,..,-3.1771898962968,-2.79579698382648,0.562376042617615,0.115004661776979,1.42250198560414,-0.900881969764612,0.757909901286808,-3.61226866092078,-9.57485005864869,0.0883647282725661,-4.83663458839243,1.99724354742654,4.12099185138715,-2.72061240067471,15.0362661748594,-1.48457795633662,0.351539521515861,..
Bahrain,BHR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,9680,10380,10790,10310,10070,9870,10940,11500,12100,12950,14580,16550,17890,19660,20860,18830,18970,18440,19920,21720,21010,22660,21380,21180,21890
Bahrain,BHR,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,5322440347.24095,5852277397.84182,6244658786.72488,6133220558.67822,6178388137.27406,6284046634.19993,7269677350.3829,8019575008.84768,8893877684.79782,10081951683.2776,12095581021.5616,14712829242.3576,17145495877.3772,20366264292.8261,23250133028.7215,22319249146.4678,23537595266.5205,23565934211.0187,25891670663.5246,28558187602.5399,28074765039.6561,31086070125.9965,30487127318.8644,31649248501.6856,34361801074.6049
Bahrain,BHR,Gross capital formation (current US$),NE.GDI.TOTL.CD,1093085106.38298,854521276.595745,878989361.702127,1107712765.95745,1324734042.55319,523404255.319149,1502178989.3617,1410118351.06383,2239872340.42553,2628704521.2766,2698415957.44681,4269286968.08511,5623218085.10638,7543191489.3617,9042819148.93617,5996808510.6383,7016223404.25532,6446808510.6383,8654255319.14894,8441489361.70213,8962765957.44681,8255851063.82979,8377898936.17021,11672526595.7447,..
Bahrain,BHR,Gross value added at basic prices (GVA) (current US$),NY.GDP.FCST.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1.10910871714633,2.63250477805783,4.39847891553222,..,..,..,0.0360571955667598,0.00879629413585377,0.0072073606636547,0.115940632718492,0.0708992139649907,0.0665598469369298,0.0555026323728931,0.0458604115522971,2.52827613649279,0.0296986264812686,0.110260452133423,0.152283226276731,0.357658478173992,0.590526411152305,1.48318203376337,0.952440783001002,1.04816288352759,..,..
Bahrain,BHR,High-technology exports (current US$),TX.VAL.TECH.CD,5760544,16248895,24337685,..,..,..,217021,61808,51347,706072,445176,407033,329821,487802,37433131,295469,964226,1619723,6695609,18873835,46729049,23467871,21343155,..,..
Bahrain,BHR,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,80.8957898599999,80.19075204,92.19919538,86.88952008,76.96471584,79.80613998,100,92.93712391,108.1964241,122.0998912,159.3822465,202.7321917,226.9504709,247.9474407,323.3158654,217.9900027,264.6096468,274.753736,276.9120529,309.7184691,288.1362397,228.7892379,197.8956413,222.3066364,..
Bahrain,BHR,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,..,..,..,..,..,..,..,-3.12139073638933,19.102236016759,0.425699599899886,0.985842477151209,8.58771643717118,2.63435580258265,4.44229545743733,17.79798540957,-13.165787568518,17.3058599333016,41.3544522286526,27.7115356988939,3.09336332958381,-7.37588652482269,-5.58369654847449,-3.43593262632564,7.80904981000334,4.09999999999999
Bahrain,BHR,Imports of goods and services (current US$),NE.IMP.GNFS.CD,4119148936.17021,4122340425.53191,4649734042.55319,4413031914.89362,3950532180.85106,4168882978.7234,5132180851.06383,4794680851.06383,5624202127.65957,6205053191.48936,8170478723.40425,10286968085.1064,11559042553.1915,12626329787.234,16276329787.234,11353989361.7021,13097074468.0851,21507978723.4043,25750000000,28332446808.5106,26547872340.4255,22301861702.1277,21088031914.8936,23877659574.4681,26843670212.766
Bahrain,BHR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,73.9849014051351,70.4737687766559,76.2018949658674,69.5052959617436,63.8854285837168,62.964453222111,56.6284184451879,53.4154400665755,58.3898628770108,56.0284684464097,62.1321301503599,64.4194629552946,62.4642492706133,58.1055213402395,63.305228249075,49.4981315443774,50.9350767827277,74.7412199630314,83.7417205368742,87.0708066370954,79.5138993992248,71.6506085452675,65.3889766247047,67.3887931040953,71.1162248979572
Bahrain,BHR,"Industry (including construction), value added (current US$)",NV.IND.TOTL.CD,2083655053.19149,2336724468.08511,..,..,..,..,..,..,..,..,..,..,8380319148.93617,9977952127.65957,12960292553.1915,9886382978.72341,11564813829.7872,14249335106.383,14621010638.2979,15601170212.766,15531914893.617,12543244680.8511,12697952127.6596,14636542553.1915,16369893617.0213
Bahrain,BHR,Investment in energy with private participation (current US$),IE.PPI.ENGY.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bahrain,BHR,"Lead time to import, median case (days)",LP.IMP.DURS.MD,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,2,..,2,..,1,..,..,..,..
Bahrain,BHR,"Lead time to export, median case (days)",LP.EXP.DURS.MD,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,1,..,2,..,1,..,..,..,..
Bahrain,BHR,Logistics performance index: Ability to track and trace consignments (1=low to 5=high),LP.LPI.TRAC.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,3.63,..,3.42,..,3.29,..,3.324776,..,..
Bahrain,BHR,Logistics performance index: Competence and quality of logistics services (1=low to 5=high),LP.LPI.LOGS.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,2.75,..,..,3.36,..,2.94,..,3.04,..,3.383041,..,..
Bahrain,BHR,Logistics performance index: Ease of arranging competitively priced shipments (1=low to 5=high),LP.LPI.ITRN.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,3.33,..,..,3.05,..,2.83,..,3.04,..,3.327485,..,..
Bahrain,BHR,Logistics performance index: Efficiency of customs clearance process (1=low to 5=high),LP.LPI.CUST.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,3.4,..,..,3.05,..,2.67,..,3.29,..,3.141082,..,..
Bahrain,BHR,Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time (1=low to 5=high),LP.LPI.TIME.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,3.85,..,3.42,..,2.8,..,3.583449,..,..
Bahrain,BHR,Logistics performance index: Overall (1=low to 5=high),LP.LPI.OVRL.XQ,..,..,..,..,..,..,..,..,..,..,..,..,..,3.15,..,..,3.37,..,3.05,..,3.083116,..,3.314021,..,..
