Country Name,Country Code,Series Name,Series Code,2007 [YR2007],2010 [YR2010],2012 [YR2012],2014 [YR2014],2016 [YR2016],2018 [YR2018]
"Congo, Dem. Rep.",COD,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,..,98,144,156,146,132
"Congo, Dem. Rep.",COD,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,..,2.267857,1.958053,1.834573,2.009918,2.116204
Dominican Republic,DOM,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,107,48,110,72,88,65
Dominican Republic,DOM,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.28205,3.167846,2.48845,2.91166,2.627222,2.974905
Dominican Republic,DOM,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,108,100,76,65,79,108
Dominican Republic,DOM,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.25,2.421661,2.741668,2.91166,2.677222,2.441572
Dominican Republic,DOM,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,107,107,73,71,87,77
Dominican Republic,DOM,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.34211,2.594914,2.829226,2.928854,2.670101,2.770082
Dominican Republic,DOM,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,82,63,76,80,101,103
Dominican Republic,DOM,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.33333,2.513092,2.525708,2.584387,2.387879,2.405002
Dominican Republic,DOM,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,90,38,100,76,93,101
Dominican Republic,DOM,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,2.89474,3.852565,2.966711,3.178105,3.062424,2.980595
Dominican Republic,DOM,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,96,65,85,69,91,87
Dominican Republic,DOM,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,51,68,51,74,66
Dominican Republic,DOM,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,93,102,102,111,115
Dominican Republic,DOM,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.38018195225225,2.82075,2.700172,2.860551,2.62728,2.661765
Dominican Republic,DOM,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,2.609278,2.54946,2.61423,2.462845,2.485613
Dominican Republic,DOM,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,3.032221,2.850885,3.106871,2.791714,2.837918
Dominican Republic,DOM,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,652.046198395989,146.461436983172,131.057480620872,173.952689531243,142.583515730556,175.187256540142
Dominican Republic,DOM,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,97,90,77,73,111,105
Dominican Republic,DOM,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.18421,2.342563,2.607577,2.610672,2.289697,2.357383
El Salvador,SLV,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,61,87,92,66,76,117
El Salvador,SLV,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.82353,2.676429,2.596444,2.999949,2.777182,2.471675
El Salvador,SLV,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,78,68,95,45,83,91
El Salvador,SLV,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.52941,2.664792,2.597104,3.163062,2.660097,2.560868
El Salvador,SLV,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,61,148,108,45,76,86
El Salvador,SLV,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.77778,2.180506,2.568307,3.198111,2.818224,2.710675
El Salvador,SLV,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,75,67,114,51,107,120
El Salvador,SLV,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.375,2.484092,2.284239,2.932304,2.373656,2.301136
El Salvador,SLV,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,73,55,89,128,74,90
El Salvador,SLV,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.0625,3.634167,3.081696,2.753175,3.289727,3.098685
El Salvador,SLV,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,66,86,93,64,83,101
El Salvador,SLV,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,60,79,51,68,82
El Salvador,SLV,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,112,121,74,110,118
El Salvador,SLV,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.6620085139353,2.673786,2.601434,2.960467,2.705726,2.575521
El Salvador,SLV,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,2.506961,2.438951,2.810333,2.481289,2.447198
El Salvador,SLV,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,2.84061,2.763917,3.110602,2.930163,2.703845
El Salvador,SLV,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,785.190917360451,134.63962804466,123.446278035755,183.294361394687,149.457014129724,166.095206970529
El Salvador,SLV,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,68,77,95,72,114,114
El Salvador,SLV,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.42105,2.442158,2.456765,2.633917,2.249288,2.249457
France,FRA,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,16,14,12,12,15,12
France,FRA,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,3.87097,4.010631,3.967489,3.886686,4.020638,3.999365
France,FRA,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,18,12,14,15,19,17
France,FRA,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,3.75969,3.867364,3.818907,3.754644,3.815154,3.838338
France,FRA,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,18,28,5,7,20,17
France,FRA,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3.62963,3.300389,3.733738,3.682113,3.641893,3.545295
France,FRA,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,21,17,14,18,17,19
France,FRA,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,3.51079,3.631162,3.637697,3.647901,3.713518,3.589643
France,FRA,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,23,9,23,13,13,14
France,FRA,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,4.02459,4.37266,4.019439,4.174037,4.24684,4.152037
France,FRA,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,18,17,12,13,16,16
France,FRA,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,11,10,9,13,14
France,FRA,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,18,17,17,16,17
France,FRA,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,3.76188416765287,3.843022,3.851483,3.847305,3.900953,3.844475
France,FRA,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,3.775628,3.773169,3.772096,3.844381,3.791702
France,FRA,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,3.910416,3.929798,3.922513,3.957524,3.897247
France,FRA,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,1304.81062224395,228.693169020882,219.806100802299,266.209506036521,254.183716206862,299.871384670529
France,FRA,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,15,14,14,13,15,12
France,FRA,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,3.82353,3.998233,3.96164,3.982774,4.011015,3.99688
Germany,DEU,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,5,4,7,1,3,2
Germany,DEU,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,4.11864,4.183673,4.049732,4.167922,4.26539,4.239401
Germany,DEU,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,3,4,4,3,1,1
Germany,DEU,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,4.20728,4.138247,4.093891,4.122776,4.27905,4.31065
Germany,DEU,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,4,9,11,4,8,4
Germany,DEU,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3.90984,3.656494,3.670993,3.744272,3.857241,3.858998
Germany,DEU,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,4,3,6,2,2,1
Germany,DEU,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,3.88279,4.00275,3.872145,4.098098,4.123067,4.092256
Germany,DEU,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,8,3,2,4,2,3
Germany,DEU,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,4.32727,4.482917,4.317642,4.360813,4.453368,4.392114
Germany,DEU,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,3,1,4,1,1,1
Germany,DEU,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,1,3,1,1,1
Germany,DEU,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,4,7,1,4,1
Germany,DEU,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,4.09869523646128,4.11445,4.03272,4.121983,4.225967,4.201444
Germany,DEU,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,4.066767,3.972216,4.069664,4.182323,4.155037
Germany,DEU,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,4.162133,4.093224,4.174301,4.269611,4.247851
Germany,DEU,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,1463.93194435357,250.526883104347,233.77672531281,291.890595592821,282.661690975587,337.503913806645
Germany,DEU,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,3,1,1,1,1,1
Germany,DEU,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,4.19133,4.336188,4.257549,4.323295,4.439356,4.374447
Guatemala,GTM,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,90,84,73,93,110,122
Guatemala,GTM,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.42857,2.708124,2.800447,2.683148,2.456876,2.415524
Guatemala,GTM,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,79,62,71,87,130,136
Guatemala,GTM,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.5,2.738133,2.776808,2.683148,2.297157,2.248857
Guatemala,GTM,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,73,150,75,76,120,130
Guatemala,GTM,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.61538,2.161757,2.815943,2.869048,2.412468,2.332191
Guatemala,GTM,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,87,91,68,63,91,132
Guatemala,GTM,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.26667,2.328018,2.622962,2.75,2.471827,2.157708
Guatemala,GTM,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,64,61,77,68,100,88
Guatemala,GTM,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.23077,3.520031,3.191132,3.239358,2.984158,3.111029
Guatemala,GTM,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,75,90,74,77,111,125
Guatemala,GTM,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,64,58,66,85,93
Guatemala,GTM,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,120,89,92,136,143
Guatemala,GTM,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.52909819106202,2.631329,2.804983,2.797453,2.476327,2.414617
Guatemala,GTM,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,2.433863,2.638176,2.660458,2.278163,2.223334
Guatemala,GTM,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,2.828795,2.97179,2.934449,2.674492,2.6059
Guatemala,GTM,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,722.399434965186,131.2243798063,139.136819417979,168.053325953441,129.356898645558,149.132320926874
Guatemala,GTM,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,104,84,81,88,127,122
Guatemala,GTM,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.13333,2.370259,2.585634,2.535714,2.20135,2.19619
Honduras,HND,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,91,74,126,101,99,93
Honduras,HND,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,2.40741,2.833892,2.350492,2.606118,2.532571,2.677468
Honduras,HND,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,91,82,109,112,110,75
Honduras,HND,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,2.40741,2.570808,2.441584,2.469754,2.441143,2.722923
Honduras,HND,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,93,101,86,85,97,93
Honduras,HND,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,2.48276,2.672663,2.701976,2.787936,2.579,2.662292
Honduras,HND,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,65,76,91,67,126,125
Honduras,HND,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.48387,2.390394,2.392286,2.695652,2.21235,2.238815
Honduras,HND,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,92,41,108,121,108,118
Honduras,HND,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,2.88462,3.829434,2.903887,2.787936,2.911381,2.833523
Honduras,HND,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,80,70,105,103,112,93
Honduras,HND,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,58,88,78,85,76
Honduras,HND,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,82,127,127,137,116
Honduras,HND,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,2.49835291925897,2.779117,2.533225,2.607427,2.462812,2.603918
Honduras,HND,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,2.687067,2.379277,2.420334,2.254721,2.451471
Honduras,HND,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,2.871167,2.687172,2.79452,2.670902,2.756365
Honduras,HND,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,707.874293866858,143.11247144374,118.188398423769,150.286796693634,128.172704029328,169.088886897577
Honduras,HND,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,79,93,111,124,143,88
Honduras,HND,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.32258,2.311969,2.350492,2.242481,2.03975,2.473403
"Hong Kong SAR, China",HKG,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,8,17,5,13,14,15
"Hong Kong SAR, China",HKG,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,4.06122,3.941531,4.090475,3.871446,4.027905,3.918231
"Hong Kong SAR, China",HKG,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,9,14,5,13,11,12
"Hong Kong SAR, China",HKG,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,3.99346,3.833639,4.075929,3.808917,3.99988,3.931662
"Hong Kong SAR, China",HKG,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,7,6,1,14,2,8
"Hong Kong SAR, China",HKG,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3.78205,3.671352,4.175089,3.579754,4.054683,3.768129
"Hong Kong SAR, China",HKG,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,7,8,3,17,7,9
"Hong Kong SAR, China",HKG,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,3.84302,3.828727,3.971886,3.724201,3.937721,3.814775
"Hong Kong SAR, China",HKG,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,7,26,4,18,9,15
"Hong Kong SAR, China",HKG,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,4.33077,4.03683,4.284972,4.061154,4.289687,4.139137
"Hong Kong SAR, China",HKG,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,8,13,2,15,9,12
"Hong Kong SAR, China",HKG,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,6,1,11,6,7
"Hong Kong SAR, China",HKG,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,18,2,17,9,17
"Hong Kong SAR, China",HKG,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,4.00352073446254,3.876525,4.121364,3.826763,4.069103,3.920067
"Hong Kong SAR, China",HKG,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,3.777781,4.052197,3.766961,3.995159,3.827736
"Hong Kong SAR, China",HKG,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,3.975269,4.190531,3.886564,4.143046,4.012399
"Hong Kong SAR, China",HKG,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,1418.9681827921,231.388155989575,240.609833558421,264.288926515535,268.917147558623,307.840474822495
"Hong Kong SAR, China",HKG,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,9,13,7,14,10,15
"Hong Kong SAR, China",HKG,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,4.05952,4.003187,4.118798,3.971997,4.102599,3.969004
India,IND,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,42,52,54,57,33,38
India,IND,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,3.03333,3.144703,3.09405,3.109802,3.518981,3.319387
India,IND,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,31,40,38,52,32,42
India,IND,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,3.26563,3.158988,3.136783,3.029319,3.387064,3.128073
India,IND,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,40,46,54,44,39,44
India,IND,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3.07813,3.130472,2.981828,3.198278,3.364115,3.211983
India,IND,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,47,52,52,65,38,40
India,IND,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.69118,2.700026,2.770263,2.717276,3.17442,2.964512
India,IND,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,47,56,44,51,42,52
India,IND,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.47458,3.609394,3.581115,3.510833,3.73805,3.497141
India,IND,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,39,47,46,54,35,44
India,IND,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,41,44,49,31,40
India,IND,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,51,53,56,38,49
India,IND,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,3.07091370381578,3.115075,3.075887,3.080137,3.420043,3.176569
India,IND,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,3.016474,3.004079,3.005888,3.355284,3.097555
India,IND,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,3.213675,3.147695,3.154387,3.484802,3.255584
India,IND,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,978.372022308868,170.13698960713,160.019409961828,194.482938518455,212.046014920064,229.459130370612
India,IND,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,42,47,56,58,36,52
India,IND,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,2.90476,2.90947,2.866597,2.877227,3.337178,2.905174
Ireland,IRL,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,14,13,25,3,16,28
Ireland,IRL,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,3.96154,4.016625,3.649638,4.125285,3.980995,3.623034
Ireland,IRL,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,11,16,25,9,20,26
Ireland,IRL,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,3.93103,3.821429,3.536864,3.943467,3.785793,3.595856
Ireland,IRL,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,11,5,27,27,10,28
Ireland,IRL,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3.75862,3.700835,3.401609,3.44,3.825702,3.423977
Ireland,IRL,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,10,18,24,12,25,26
Ireland,IRL,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,3.81818,3.597828,3.4,3.8,3.474252,3.357716
Ireland,IRL,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,9,4,33,16,29,33
Ireland,IRL,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,4.32,4.471428,3.772247,4.125285,3.937329,3.756367
Ireland,IRL,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,11,11,25,11,18,29
Ireland,IRL,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,5,23,5,11,20
Ireland,IRL,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,19,32,17,30,37
Ireland,IRL,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,3.91384503350492,3.893212,3.520077,3.868014,3.794886,3.510413
Ireland,IRL,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,3.741055,3.35968,3.725658,3.598028,3.284731
Ireland,IRL,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,..,4.04537,3.680475,4.01037,3.991743,3.736095
Ireland,IRL,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,1376.60224705262,232.730461083046,194.259723481275,268.145699265034,244.890044704113,264.653766478839
Ireland,IRL,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",LP.LPI.INFR.RK,19,19,31,16,22,29
Ireland,IRL,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",LP.LPI.INFR.XQ,3.71875,3.764185,3.353723,3.84,3.772744,3.293335
Israel,ISR,"Ability to track and trace consignments, rank (1=highest performer)",LP.LPI.TRAC.RK,29,38,..,46,26,32
Israel,ISR,"Ability to track and trace consignments, score (1=low to 5=high)",LP.LPI.TRAC.XQ,3.46154,3.387879,..,3.198016,3.724074,3.500444
Israel,ISR,"Competence and quality of logistics services, rank (1=highest performer)",LP.LPI.LOGS.RK,32,28,..,36,28,34
Israel,ISR,"Competence and quality of logistics services, score (1=low to 5=high)",LP.LPI.LOGS.XQ,3.23077,3.49899,..,3.351191,3.599074,3.389333
Israel,ISR,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",LP.LPI.ITRN.RK,31,42,..,96,37,75
Israel,ISR,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",LP.LPI.ITRN.XQ,3.26667,3.165657,..,2.712302,3.383333,2.783154
Israel,ISR,"Efficiency of the clearance process, rank (1=highest performer)",LP.LPI.CUST.RK,43,35,..,43,23,29
Israel,ISR,"Efficiency of the clearance process, score (1=low to 5=high)",LP.LPI.CUST.XQ,2.73333,3.117298,..,3.101191,3.5,3.316621
Israel,ISR,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",LP.LPI.TIME.RK,41,46,..,12,10,48
Israel,ISR,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",LP.LPI.TIME.XQ,3.58333,3.773384,..,4.17619,4.266733,3.591467
Israel,ISR,Logistics performance index: Overall rank (1=highest performance),LP.LPI.OVRL.RK,33,31,..,41,28,37
Israel,ISR,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,..,24,..,36,17,30
Israel,ISR,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,..,42,..,50,30,47
Israel,ISR,Logistics performance index: Overall score (1=low to 5=high),LP.LPI.OVRL.XQ,3.20580433374121,3.412264,..,3.260446,3.66033,3.307796
Israel,ISR,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,..,3.192938,..,3.110907,3.469493,3.128123
